,abs_mean_corr,mean_corr,std_corr,positive_era_proportion
feature_base_ingrain_calligrapher,0.00584871965294757,-0.00584871965294757,0.025772054195448937,0.375
feature_bathypelagic_companionate_disenchanter,0.003346561172691522,0.003346561172691522,0.019403656988170582,0.5694444444444444
feature_battled_beating_radiotelephony,0.004256131165533997,0.004256131165533997,0.016578950487041045,0.5972222222222222
feature_beady_unkind_barret,0.005964681902375365,0.005964681902375365,0.020464250466337933,0.6319444444444444
feature_beauish_seismal_lobe,0.008407912022895677,0.008407912022895677,0.019852603746026213,0.6944444444444444
feature_bedded_neutral_relishing,0.0006609373301721118,-0.0006609373301721118,0.019187134844203892,0.4375
feature_beery_somatologic_elimination,0.009993658343144389,-0.009993658343144389,0.02353549435690095,0.2847222222222222
feature_behaviorist_microbiological_farina,0.008808143676317194,-0.008808143676317194,0.03732700554889219,0.4097222222222222
feature_belgravian_salopian_sheugh,0.0008604255272972837,0.0008604255272972837,0.021694132249033944,0.5486111111111112
feature_belorussian_augitic_entrancement,0.0012678573696292253,0.0012678573696292253,0.020555653632427447,0.5277777777777778
feature_bhutan_imagism_dolerite,0.005612528772103474,-0.005612528772103474,0.015502255229356093,0.3333333333333333
feature_biannual_maleficent_thack,0.002869413985671659,0.002869413985671659,0.016438315360046665,0.5972222222222222
feature_biased_puzzling_cessation,0.002334028900049569,-0.002334028900049569,0.017811901510242076,0.4791666666666667
feature_bifacial_hexastyle_hemialgia,0.0027105136166363135,-0.0027105136166363135,0.022742470646917326,0.4583333333333333
feature_biochemical_searching_sodalite,0.013322905366329945,0.013322905366329945,0.0197624356054713,0.7222222222222222
feature_bipinnate_oriented_earmuff,0.0005517263482275102,0.0005517263482275102,0.016605009603870048,0.4791666666666667
feature_bleeding_arabesque_pneuma,0.005553225712810265,-0.005553225712810265,0.02805206029664774,0.4097222222222222
feature_bloodied_twinkling_andante,0.0009251430563580174,0.0009251430563580174,0.020514805033078214,0.5347222222222222
feature_blue_swedenborgianism_squinter,0.0052900521592699964,0.0052900521592699964,0.01726140130186077,0.6319444444444444
feature_bold_brindle_playground,0.0016927928857040598,0.0016927928857040598,0.016258299633263095,0.5208333333333334
feature_boyish_ductile_ninety,0.00011211212399581627,-0.00011211212399581627,0.018071700892030428,0.5
feature_brachydactylic_azonic_strife,0.002885446400986885,0.002885446400986885,0.019015277128644162,0.5972222222222222
feature_branched_dilatory_sunbelt,0.01187980210927412,0.01187980210927412,0.018589261057778902,0.75
feature_brawny_confocal_frail,0.0026313101497801488,-0.0026313101497801488,0.021707382182776017,0.4375
feature_brickier_heterostyled_scrutiny,0.0023749963510219995,0.0023749963510219995,0.02241377198061104,0.5069444444444444
feature_bristly_encysted_vendue,0.001584665094951848,-0.001584665094951848,0.01403662128757213,0.4375
feature_brittle_chautauqua_elite,0.002149129271080595,0.002149129271080595,0.014447993792875638,0.5694444444444444
feature_brushed_psychiatrical_lubbock,0.0023420177898469978,0.0023420177898469978,0.013235358305009175,0.5625
feature_bucktooth_stockish_sideropenia,0.0025346594561455192,0.0025346594561455192,0.016562775433725023,0.5277777777777778
feature_budgetary_surrounded_formicary,0.003042813163767504,0.003042813163767504,0.019311225892343745,0.5416666666666666
feature_built_reincarnate_sherbet,0.010590953118027442,0.010590953118027442,0.021269999427192182,0.7291666666666666
feature_burled_zinky_verdin,0.000253471598010827,0.000253471598010827,0.017221474173368247,0.4861111111111111
feature_burning_incunabular_clodhopper,0.0033355720872619054,-0.0033355720872619054,0.019188822887585253,0.3888888888888889
feature_bushwhacking_unaligned_imperturbability,0.0001397687884297486,0.0001397687884297486,0.01671930442501394,0.5208333333333334
feature_busty_unfitted_keratotomy,0.0024708439536413026,0.0024708439536413026,0.022769920553362827,0.5
feature_buxom_curtained_sienna,0.011251174203812928,0.011251174203812928,0.01999838312258009,0.7083333333333334
feature_cachectical_metaphysic_patency,0.010302991555427694,0.010302991555427694,0.017293113415906888,0.7222222222222222
feature_caecilian_unexperienced_ova,0.0037261932835534316,-0.0037261932835534316,0.022059077119598196,0.4444444444444444
feature_caespitose_unverifiable_intent,0.007269065275886291,0.007269065275886291,0.02120170169623992,0.6458333333333334
feature_cairned_fumiest_ordaining,0.0035658311315520325,0.0035658311315520325,0.010677361858372925,0.6111111111111112
feature_calceolate_pudgy_armure,0.0002311489937643174,-0.0002311489937643174,0.020201117276405257,0.4791666666666667
feature_calculating_unenchanted_microscopium,0.00016039165246365755,0.00016039165246365755,0.01599165792954726,0.5138888888888888
feature_calefactive_anapaestic_jerome,0.002862643360621064,0.002862643360621064,0.022705331248258805,0.5138888888888888
feature_calycled_living_birmingham,0.009357541268986712,-0.009357541268986712,0.02373895524112628,0.3472222222222222
feature_calycled_necrologic_naboth,0.0014823406157637854,-0.0014823406157637854,0.020207707313907298,0.5069444444444444
feature_cambial_bigoted_bacterioid,0.010004402227805893,0.010004402227805893,0.018445704897730435,0.7152777777777778
feature_campestral_salted_romanism,0.009549790134696064,0.009549790134696064,0.020799419245979472,0.6666666666666666
feature_camphorated_spry_freemartin,0.0009587545142054567,0.0009587545142054567,0.013649029608449274,0.5277777777777778
feature_canalicular_peeling_lilienthal,0.013273347701584795,-0.013273347701584795,0.027154974623643337,0.3333333333333333
feature_canonical_dermatographic_mellowing,1.640528607609208e-05,1.640528607609208e-05,0.019969013306782225,0.5138888888888888
feature_capitate_plaguy_hooper,0.005773974143637774,0.005773974143637774,0.02026226316378837,0.6180555555555556
feature_capsulate_rival_marcel,0.0012508959530765677,0.0012508959530765677,0.017276051931836126,0.5486111111111112
feature_caressive_cognate_cubature,0.00039933092916646815,-0.00039933092916646815,0.014730237698380194,0.4583333333333333
feature_carnassial_undecided_suspensor,0.005032143036894741,0.005032143036894741,0.020133482319445877,0.6180555555555556
feature_casemated_ibsenian_grantee,0.009607311856400706,0.009607311856400706,0.01933955034847852,0.6805555555555556
feature_castrated_presented_quizzer,0.006701535965675744,0.006701535965675744,0.01862436201060026,0.6875
feature_casuistic_barbarian_monochromy,3.893528813637683e-05,3.893528813637683e-05,0.018108639863357704,0.5208333333333334
feature_catercorner_seemliest_prepostor,0.0011655632013886396,0.0011655632013886396,0.019621959036564295,0.5069444444444444
feature_caudated_judicial_crossette,0.0017260018109663197,0.0017260018109663197,0.017536492532644075,0.5347222222222222
feature_cauterant_paly_discant,0.0011520491250796225,0.0011520491250796225,0.020487962059969157,0.4861111111111111
feature_centric_shaggier_cranko,0.007224050038575944,0.007224050038575944,0.016738987827965283,0.6527777777777778
feature_centroclinal_incentive_lancelet,0.004148694029367178,0.004148694029367178,0.02172494532507193,0.6319444444444444
feature_cerebrovascular_weeny_advocate,0.0057423344897217,0.0057423344897217,0.021115503768193166,0.5833333333333334
feature_chafed_undenominational_backstitch,0.002096119144944394,0.002096119144944394,0.01451181193175683,0.5625
feature_chaldean_vixenly_propylite,0.001733288859840469,-0.001733288859840469,0.01867876557264312,0.4444444444444444
feature_chaotic_granitoid_theist,0.008596857534044865,0.008596857534044865,0.022381108097540015,0.6597222222222222
feature_chartered_conceptual_spitting,0.0042972336566735915,0.0042972336566735915,0.018056602790339472,0.5625
feature_cheering_protonemal_herd,0.003251049463666287,-0.003251049463666287,0.017603018823238142,0.4305555555555556
feature_chelonian_pyknic_delphi,4.597794173892585e-05,4.597794173892585e-05,0.019388186878919703,0.4930555555555556
feature_childing_funest_turbidity,0.0006719671767740579,-0.0006719671767740579,0.0182206091615899,0.4444444444444444
feature_chillier_consultatory_latest,0.003216464473008106,0.003216464473008106,0.017425529718623833,0.5902777777777778
feature_chinked_preborn_hideaway,0.004484323538832906,0.004484323538832906,0.013096005882456383,0.625
feature_chopfallen_fasciate_orchidologist,0.004145431504112214,0.004145431504112214,0.018866184011257874,0.5833333333333334
feature_christadelphian_euclidean_boon,0.0030674364589589396,0.0030674364589589396,0.021681611259320818,0.5277777777777778
feature_chuffier_analectic_conchiolin,0.0010093288001783896,0.0010093288001783896,0.01573365611886801,0.4513888888888889
feature_churrigueresque_talc_archaicism,0.0019339124509283273,-0.0019339124509283273,0.02159359447056896,0.4236111111111111
feature_citified_certified_progestin,0.003265840389471817,0.003265840389471817,0.012805200684561738,0.6319444444444444
feature_clarified_mimic_slash,0.0030789499764947662,-0.0030789499764947662,0.018361375864953417,0.4305555555555556
feature_clashing_disheartening_rattler,0.00392366671502583,-0.00392366671502583,0.018954171650754647,0.4236111111111111
feature_clawed_unwept_adaptability,0.0011889839076485765,-0.0011889839076485765,0.009896368713232665,0.4652777777777778
feature_cleanly_kickable_miriam,0.009852530588943757,0.009852530588943757,0.019518033886846996,0.7152777777777778
feature_clerkish_flowing_chapati,0.0033696515695237805,0.0033696515695237805,0.020810193962781474,0.5625
feature_close_abloom_boomlet,0.0010862871641865435,-0.0010862871641865435,0.010316540956335659,0.4791666666666667
feature_coactive_prefatorial_lucy,0.012002490371314904,-0.012002490371314904,0.04362499805086416,0.4097222222222222
feature_coalier_typhoid_muntin,0.0028948775218807167,0.0028948775218807167,0.01604752049313723,0.5763888888888888
feature_coelomate_orbiculate_osteology,0.006903885045369925,0.006903885045369925,0.020717136942969373,0.6388888888888888
feature_coenobitical_undistinguished_elsan,0.00193763461154853,-0.00193763461154853,0.01780933431233208,0.4305555555555556
feature_collective_stigmatic_handfasting,0.003520609901808436,0.003520609901808436,0.02085094039654381,0.5833333333333334
feature_commensurable_industrial_jungfrau,0.002428297647888581,0.002428297647888581,0.01837012461003372,0.5625
feature_communicatory_unrecommended_velure,0.007778291716717888,-0.007778291716717888,0.0237527926913129,0.3333333333333333
feature_compliable_buccaneerish_lyddite,0.0006693748009967801,0.0006693748009967801,0.02029940648939207,0.4652777777777778
feature_compurgatorial_demeaning_purser,0.002648774832633063,0.002648774832633063,0.017183944724012513,0.5763888888888888
feature_conceding_ingrate_tablespoonful,0.004623348102244677,-0.004623348102244677,0.025880871145671832,0.4305555555555556
feature_concessible_carpal_telesthesia,0.0007423329891426654,-0.0007423329891426654,0.013508293770835183,0.5208333333333334
feature_conciliable_fleeting_equestrienne,0.00477177018433526,0.00477177018433526,0.0173311660970774,0.6041666666666666
feature_confiscatory_triennial_pelting,0.0011780267308525681,-0.0011780267308525681,0.017435762213691752,0.5138888888888888
feature_congealed_lee_steek,0.00015092531384170474,0.00015092531384170474,0.027092580038862828,0.4722222222222222
feature_congenerical_anodal_chelation,0.0015678174056931676,0.0015678174056931676,0.021636694889963018,0.5138888888888888
feature_congenial_transmigrant_isobel,0.002611015392139143,-0.002611015392139143,0.01194631366986485,0.4236111111111111
feature_congenital_conched_perithecium,0.012888616258614649,0.012888616258614649,0.022276332378175764,0.7430555555555556
feature_conjugal_postvocalic_rowe,0.0014253790251724302,-0.0014253790251724302,0.018483105645988596,0.4930555555555556
feature_conjunctional_maned_banian,0.008367368604555926,0.008367368604555926,0.018509303230340335,0.6666666666666666
feature_conscionable_insouciant_pariah,2.479120219084489e-05,2.479120219084489e-05,0.006963949838753257,0.4861111111111111
feature_consecrate_legislative_cavitation,0.004010674064894663,0.004010674064894663,0.01730115944709977,0.5833333333333334
feature_contaminative_intrusive_tagrag,0.0006194246512862941,-0.0006194246512862941,0.01132336323410195,0.4583333333333333
feature_continental_archival_katmandu,0.00043184435191533993,0.00043184435191533993,0.0179059012437899,0.5416666666666666
feature_continuate_unprocurable_haversine,0.003895508526995871,0.003895508526995871,0.014224663389658646,0.5763888888888888
feature_contorted_weaponed_piaffe,0.008583523437945455,0.008583523437945455,0.019569943461368693,0.6458333333333334
feature_contraband_pyorrhoeal_vernalisation,0.0020601001875420227,0.0020601001875420227,0.018508050645211604,0.4930555555555556
feature_contradictory_museful_somatotropin,0.0008178533409003231,-0.0008178533409003231,0.01802776186865983,0.4861111111111111
feature_contralto_unblushing_beowulf,1.8618783967812224e-05,1.8618783967812224e-05,0.01900450795446019,0.5208333333333334
feature_contused_festal_geochemistry,0.00048736510831236143,0.00048736510831236143,0.023725174578867313,0.4513888888888889
feature_conventionalized_volitant_citadel,5.788560624359005e-05,5.788560624359005e-05,0.017379570981419772,0.4930555555555556
feature_coordinated_undecipherable_gag,0.00178824779632525,0.00178824779632525,0.01670756362007694,0.5694444444444444
feature_correlative_nociceptive_development,0.005818664992792445,0.005818664992792445,0.017873907850507544,0.6527777777777778
feature_corrugated_dotiest_committeewoman,7.722138926595016e-05,-7.722138926595016e-05,0.01919638312610585,0.4722222222222222
feature_corticate_unuttered_langur,0.010482392149309077,0.010482392149309077,0.01947148637402459,0.7222222222222222
feature_cottony_ischaemic_venery,0.001449655896933395,0.001449655896933395,0.01712687782218077,0.5208333333333334
feature_counter_arbitral_gyration,0.0012732680135884395,-0.0012732680135884395,0.019054453114394028,0.4722222222222222
feature_covalent_methodological_brash,0.003520944015658791,0.003520944015658791,0.017661829088727817,0.5902777777777778
feature_covalent_unreformed_frogbit,0.005435147734904169,0.005435147734904169,0.02324216945721285,0.6319444444444444
feature_coveted_finniest_lipogram,0.009355237250985991,-0.009355237250985991,0.02399054686114858,0.3263888888888889
feature_crablike_panniered_gloating,0.0002772110843277348,0.0002772110843277348,0.014435738093511933,0.4652777777777778
feature_crawlier_residuary_biracialism,0.0007844236992597246,0.0007844236992597246,0.010225589409951942,0.5347222222222222
feature_craziest_cordate_ravishment,0.00213471988093196,-0.00213471988093196,0.017799039171092802,0.4652777777777778
feature_creedal_greediest_vibrant,0.0003097094198581882,0.0003097094198581882,0.009371442138003392,0.4930555555555556
feature_criticisable_authentical_deprecation,0.009109866942817969,0.009109866942817969,0.0224612207627244,0.6527777777777778
feature_cromwellian_imbecilic_algonkian,0.001912918107194026,-0.001912918107194026,0.012651509006089077,0.3958333333333333
feature_crookbacked_irreplaceable_heresiography,0.00026094704577371623,0.00026094704577371623,0.01810807440820964,0.5
feature_croupiest_shaded_thermotropism,0.0010169879293119705,-0.0010169879293119705,0.01687069108614099,0.4930555555555556
feature_crowning_frustrate_kampala,0.006094159120630057,-0.006094159120630057,0.02010696053022952,0.3819444444444444
feature_ctenoid_moaning_fontainebleau,0.003920247592481236,0.003920247592481236,0.016506330540957338,0.5277777777777778
feature_culinary_pro_offering,0.0022247678168208856,0.0022247678168208856,0.010579352160880297,0.5972222222222222
feature_cupulate_mettlesome_extensimeter,0.0008150973792127458,0.0008150973792127458,0.015569279213832823,0.5277777777777778
feature_curling_aurorean_iseult,0.002869173329152726,-0.002869173329152726,0.010736852311602542,0.4236111111111111
feature_curtained_gushier_tranquilizer,0.000533278204415213,-0.000533278204415213,0.007141643178412076,0.4513888888888889
feature_curvier_antinodal_absolute,0.00044887871993895507,-0.00044887871993895507,0.019757943224718705,0.4930555555555556
feature_cut_rouged_defilement,0.007166290635165212,-0.007166290635165212,0.02047127631317892,0.3472222222222222
feature_cymose_prima_guardhouse,0.005760149765949094,0.005760149765949094,0.013972918907138069,0.6666666666666666
feature_cyrenaic_unschooled_silurian,0.0035546257096414533,0.0035546257096414533,0.013774288236271384,0.5972222222222222
feature_daytime_suppurative_oximeter,0.007534917945632816,-0.007534917945632816,0.0194218007378244,0.3541666666666667
feature_deathy_hylomorphic_christine,0.000405302362897505,-0.000405302362897505,0.012381939246641905,0.5208333333333334
feature_deceased_peppiest_hitlerism,0.0012556449857352447,0.0012556449857352447,0.017481118288623344,0.5694444444444444
feature_decent_solo_stickup,0.0001344692421083037,-0.0001344692421083037,0.02149657903792339,0.5069444444444444
feature_deformed_unenslaved_graniteware,0.006860659147809284,0.006860659147809284,0.01912183025166975,0.625
feature_degenerate_officinal_feasibility,0.0030216054327839217,-0.0030216054327839217,0.02747464512010543,0.4722222222222222
feature_deliberative_connatural_kinetoscope,0.004162613378459374,-0.004162613378459374,0.02315518240544507,0.3958333333333333
feature_delimited_doable_jim,0.008112113963357346,0.008112113963357346,0.017482330679754073,0.6736111111111112
feature_deliquescent_lintiest_protamine,0.007320980221448604,-0.007320980221448604,0.023759029535498834,0.3611111111111111
feature_demisable_expiring_millepede,0.0012844023316168527,-0.0012844023316168527,0.009256936407479861,0.4583333333333333
feature_demure_groutiest_housedog,0.004896588105017651,0.004896588105017651,0.018079170775972875,0.6319444444444444
feature_dendritic_prothallium_sweeper,0.00256992427881758,-0.00256992427881758,0.02425523253688803,0.4305555555555556
feature_dentilingual_removed_osmometer,0.009376096541142563,0.009376096541142563,0.021645365759323233,0.6736111111111112
feature_dermal_extortive_inversion,0.0007696023842106409,0.0007696023842106409,0.010323423402444595,0.5416666666666666
feature_derogative_sawdusty_photolithography,0.00917215986812587,0.00917215986812587,0.01824421357856014,0.7013888888888888
feature_descendent_decanal_hon,0.007579614590103825,0.007579614590103825,0.02148831430002166,0.6527777777777778
feature_desiderative_commiserative_epizoa,0.009221746698143126,0.009221746698143126,0.022174666054574965,0.6805555555555556
feature_designer_notchy_epiploon,0.0026084624591295232,-0.0026084624591295232,0.026431715951001702,0.4930555555555556
feature_destructive_winterweight_towbar,0.0005400297585982065,-0.0005400297585982065,0.020793162153412148,0.5277777777777778
feature_devoted_straggly_charlotte,0.002807788870602285,0.002807788870602285,0.017037378806177315,0.5763888888888888
feature_dextrogyrate_permitted_mystagogy,0.0019491831657156367,-0.0019491831657156367,0.015170514147090312,0.4583333333333333
feature_diabasic_prescribed_autograft,0.0027407727687353573,0.0027407727687353573,0.01804962509885762,0.5902777777777778
feature_dichasial_hammier_spawner,0.0004670587777126149,0.0004670587777126149,0.008803158776784538,0.5347222222222222
feature_difficile_oxalic_spheroid,0.002416138796636744,0.002416138796636744,0.017813863139839035,0.5208333333333334
feature_dipped_sent_giuseppe,0.007869512078820829,-0.007869512078820829,0.03613401565539959,0.3958333333333333
feature_direst_interrupted_paloma,0.004839627854489292,-0.004839627854489292,0.023799470130333233,0.4166666666666667
feature_dirtiest_possessory_nuku'alofa,0.0014527125009439821,0.0014527125009439821,0.012759783651950806,0.5138888888888888
feature_discrepant_ventral_shicker,0.0010566176674421744,0.0010566176674421744,0.014385303466621572,0.5347222222222222
feature_dismaying_chaldean_tallith,0.0035795378726897,0.0035795378726897,0.021547667230355037,0.5555555555555556
feature_dispiriting_araeostyle_jersey,0.0002015791484120595,0.0002015791484120595,0.019273312660840335,0.5208333333333334
feature_dissilient_stunning_ribwort,0.0037855551997055944,0.0037855551997055944,0.013789613122023715,0.5972222222222222
feature_distorted_bit_frilling,0.004294853584447252,0.004294853584447252,0.013919840184767357,0.6041666666666666
feature_diverticular_punjabi_matronship,0.008125918682076091,0.008125918682076091,0.02115864484753215,0.625
feature_divulsive_cordial_bremsstrahlung,5.738849034524172e-05,5.738849034524172e-05,0.014189476619518528,0.5069444444444444
feature_doctrinal_popular_disqualifying,7.676074490923484e-05,-7.676074490923484e-05,0.020564077556783644,0.5138888888888888
feature_doggish_whacking_headscarf,0.01089593190394011,0.01089593190394011,0.025037903754690814,0.7013888888888888
feature_dorsolumbar_dolesome_marshmallow,0.0021283669324577525,0.0021283669324577525,0.017657468740098905,0.5416666666666666
feature_dovetailed_winy_hanaper,0.001934860301863785,-0.001934860301863785,0.017641713467621136,0.4305555555555556
feature_down_delinquent_madagascar,0.0008568473930802267,0.0008568473930802267,0.016441881750305,0.5208333333333334
feature_dozier_mad_outrush,0.0008477832600743197,0.0008477832600743197,0.02083074272185708,0.4861111111111111
