,abs_mean_corr,mean_corr,std_corr,positive_era_proportion,negative_era_proportion
feature_anamnestic_conformable_spaceship,0.005387638714290714,0.005387638714290714,0.02042934676794862,0.5903614457831325,0.40963855421686746
feature_anencephalic_unattempted_pschent,0.0028814142056181203,-0.0028814142056181203,0.030388164393014155,0.46586345381526106,0.5341365461847389
feature_angevin_fitful_sultan,0.006662423248743677,0.006662423248743677,0.023372033750636935,0.6666666666666666,0.3333333333333333
feature_anglophobic_unformed_maneuverer,0.006777258632561003,0.006777258632561003,0.02599937072021884,0.6184738955823293,0.3815261044176707
feature_antacid_thermogenic_wilhelm,0.00032694405173409007,0.00032694405173409007,0.024480532183556166,0.5341365461847389,0.46586345381526106
feature_antarthritic_syzygial_wonderland,0.003941589248418635,-0.003941589248418635,0.023811330213399533,0.44176706827309237,0.5582329317269076
feature_antenuptial_moonlit_incidence,0.0009488318988693303,-0.0009488318988693303,0.020853994591536584,0.4497991967871486,0.5502008032128514
feature_anthropoid_pithy_newscast,0.0016969516821151139,0.0016969516821151139,0.017857461091372925,0.5301204819277109,0.46987951807228917
feature_antic_telekinetic_centrifuge,0.00454061267209407,-0.00454061267209407,0.02889055348465827,0.4538152610441767,0.5461847389558233
feature_anticivic_blistery_knot,0.006657854854988774,0.006657854854988774,0.024955969240847968,0.606425702811245,0.39357429718875503
feature_antimonarchist_ordainable_quarterage,0.004223377623542343,0.004223377623542343,0.026611474777756557,0.5823293172690763,0.41767068273092367
feature_antimonial_unsold_hairdo,0.004417439578129155,-0.004417439578129155,0.033190802905963865,0.5060240963855421,0.4939759036144578
feature_antistatic_cabbagy_bluecoat,0.008819171158698845,0.008819171158698845,0.027482291640650188,0.6104417670682731,0.3895582329317269
feature_antitussive_vixenly_sacque,0.014255937400012549,0.014255937400012549,0.029252949578391967,0.7228915662650602,0.27710843373493976
feature_anucleate_knotted_nonage,0.017492836641358613,0.017492836641358613,0.024079326677464714,0.7670682730923695,0.23293172690763053
feature_anxiolytic_placatory_sextile,0.002935747642955006,0.002935747642955006,0.03371628994742516,0.5301204819277109,0.46987951807228917
feature_appellant_verbalized_duckbill,0.005953117358578193,-0.005953117358578193,0.03477283131010553,0.40562248995983935,0.5943775100401606
feature_applausive_forgettable_mishanter,0.008504102386475951,0.008504102386475951,0.03191771560456929,0.5903614457831325,0.40963855421686746
feature_apprehensible_assuring_schappe,0.0051324780346922476,0.0051324780346922476,0.028008042644265232,0.5461847389558233,0.4538152610441767
feature_apprentice_acheulian_extractability,0.010065640554518524,-0.010065640554518524,0.03443165419753366,0.41767068273092367,0.5823293172690763
feature_approximal_telautographic_sharkskin,0.00836654979235515,0.00836654979235515,0.020641105396690736,0.6546184738955824,0.3453815261044177
feature_apt_trimeter_bucketful,0.002953599553745884,0.002953599553745884,0.02300266762161016,0.5261044176706827,0.4738955823293173
feature_aquaphobic_paradisal_isagoge,0.006114848503680296,-0.006114848503680296,0.02642816351974309,0.4497991967871486,0.5502008032128514
feature_archaean_unregarded_caravel,0.00755480422784975,0.00755480422784975,0.02831511956669834,0.6305220883534136,0.36947791164658633
feature_asphyxiated_peaceful_effleurage,0.0001851890343748681,0.0001851890343748681,0.022556854665632353,0.5140562248995983,0.4859437751004016
feature_associable_additional_bough,0.0026134540973240697,0.0026134540973240697,0.018865803205695985,0.5341365461847389,0.46586345381526106
feature_associate_unproper_gridder,0.009183464706800887,-0.009183464706800887,0.04222042551401794,0.43775100401606426,0.5622489959839357
feature_asteriated_invigorated_penitence,0.013473773196723578,0.013473773196723578,0.025209569280603583,0.7389558232931727,0.26104417670682734
feature_ataractic_swept_rubeola,0.003484726557464339,0.003484726557464339,0.023969748083104894,0.5622489959839357,0.43775100401606426
feature_atheist_pompeian_fogsignal,0.0035596688581731313,0.0035596688581731313,0.028636071563759344,0.5582329317269076,0.44176706827309237
feature_athenian_pragmatism_isomorphism,0.0011556649483935317,-0.0011556649483935317,0.01734701776224827,0.46586345381526106,0.5341365461847389
feature_attack_unlit_milling,0.005782883336161897,0.005782883336161897,0.02702484432674141,0.5783132530120482,0.42168674698795183
feature_augean_contraceptive_subsequence,0.001194044334171263,-0.001194044334171263,0.018821236306700805,0.5060240963855421,0.4939759036144578
feature_augmentable_scriabin_fortnight,0.006144475211014931,0.006144475211014931,0.02241794830368098,0.570281124497992,0.42971887550200805
feature_australasian_dissatisfactory_intermarriage,0.010064826113715463,0.010064826113715463,0.027521681661629206,0.6104417670682731,0.3895582329317269
feature_autumn_prefectural_viscera,0.009804463036645854,0.009804463036645854,0.021026521805552055,0.6184738955823293,0.3815261044176707
feature_aweary_fruiting_climb,0.004787424257120159,0.004787424257120159,0.020453139582472878,0.6265060240963856,0.37349397590361444
feature_axonometric_unkindly_sienna,0.011472013496782105,-0.011472013496782105,0.021833644515845567,0.3172690763052209,0.6827309236947792
feature_aymaran_indusial_elodea,0.0018094627533389506,-0.0018094627533389506,0.0262724776685229,0.4779116465863454,0.5220883534136547
feature_babist_moribund_myna,0.00973297479101669,-0.00973297479101669,0.02568828911313998,0.3493975903614458,0.6506024096385542
feature_baggier_supernormal_calcedony,0.0067553004079298155,-0.0067553004079298155,0.03533708085829559,0.37751004016064255,0.6224899598393574
feature_balaamitical_electropositive_exhaustibility,0.003394147694745449,-0.003394147694745449,0.0193396137331941,0.41365461847389556,0.5863453815261044
feature_balinese_uncomforted_mimicker,0.0042668558037156365,0.0042668558037156365,0.025631585557734222,0.5823293172690763,0.41767068273092367
feature_bally_bathymetrical_isadora,0.006668363438008008,0.006668363438008008,0.03084863385964357,0.5582329317269076,0.44176706827309237
feature_balmiest_spinal_roundelay,0.0030494534430568934,0.0030494534430568934,0.02793351229580724,0.5461847389558233,0.4538152610441767
feature_banal_microanalytical_posset,0.007935961199888285,0.007935961199888285,0.022719058270426883,0.6265060240963856,0.37349397590361444
feature_baptist_undelayed_mannerism,0.006598428217554567,0.006598428217554567,0.02185251575038922,0.6104417670682731,0.3895582329317269
feature_basophil_urdy_matzo,0.0088010641454134,0.0088010641454134,0.019917501947602258,0.6907630522088354,0.3092369477911647
feature_battled_premillennial_omelette,0.013122984733539567,-0.013122984733539567,0.026225945070911416,0.285140562248996,0.714859437751004
feature_bearable_sacrificial_sewer,0.000571350167920541,0.000571350167920541,0.01849223389568253,0.4859437751004016,0.5140562248995983
feature_bearish_lesser_bloodstain,0.0051326432787578286,-0.0051326432787578286,0.027653273030026647,0.4538152610441767,0.5461847389558233
feature_bedfast_primordial_hyponym,0.007320583199908865,0.007320583199908865,0.025725523663151798,0.6385542168674698,0.3614457831325301
feature_belittled_scenographic_antidisestablishmentarianism,0.005936632680274385,0.005936632680274385,0.02600414357010457,0.6184738955823293,0.3815261044176707
feature_bellicose_lunatic_glorification,0.0099042146143514,0.0099042146143514,0.024656944631748317,0.6546184738955824,0.3453815261044177
feature_benzal_sprucest_taler,0.001355279085280252,0.001355279085280252,0.024822807092039004,0.5220883534136547,0.4779116465863454
feature_bespangled_prim_might,0.0002954181341127245,0.0002954181341127245,0.025270261596322955,0.5020080321285141,0.4979919678714859
feature_bespoke_combining_farrow,0.0001156134437137748,0.0001156134437137748,0.03404815148470647,0.5381526104417671,0.46184738955823296
feature_biaxal_forworn_sixty,0.005722416702645324,0.005722416702645324,0.024337208544599163,0.6265060240963856,0.37349397590361444
feature_bifocal_disposable_clacton,0.010478366576041072,0.010478366576041072,0.03931135468890458,0.6024096385542169,0.39759036144578314
feature_bijou_penetrant_syringa,0.002558101058165869,0.002558101058165869,0.03372188977408216,0.5421686746987951,0.4578313253012048
feature_bimanual_godly_witloof,0.0023022155747331697,0.0023022155747331697,0.03496709813646544,0.5301204819277109,0.46987951807228917
feature_binding_lanky_rushing,0.007615537847487995,-0.007615537847487995,0.014794661629261172,0.30120481927710846,0.6987951807228916
feature_biobibliographical_carnal_atomisation,0.00965047631763985,0.00965047631763985,0.023295683647541632,0.6465863453815262,0.3534136546184739
feature_biological_caprine_cannoneer,0.00041915766524856356,-0.00041915766524856356,0.01793837082765124,0.5180722891566265,0.4819277108433735
feature_bioplasmic_amended_iodism,0.0020325531385924664,0.0020325531385924664,0.022927416798525287,0.5461847389558233,0.4538152610441767
feature_biosynthetic_wambly_cullender,0.004478151412641283,-0.004478151412641283,0.02238722675019439,0.4497991967871486,0.5502008032128514
feature_bitterish_buttocked_turtleneck,0.012188934138713303,0.012188934138713303,0.022088888659284836,0.7028112449799196,0.2971887550200803
feature_blathering_unwell_despiser,0.005417576850676816,0.005417576850676816,0.02294831603691203,0.6104417670682731,0.3895582329317269
feature_blind_concordant_tribalist,0.002845206566510175,0.002845206566510175,0.0276048120094999,0.5421686746987951,0.4578313253012048
feature_blinded_memorable_wring,0.006844088824229195,0.006844088824229195,0.027099604539252548,0.5823293172690763,0.41767068273092367
feature_bloomed_touchable_alastair,0.010076340307539407,0.010076340307539407,0.02710015009575952,0.6345381526104418,0.3654618473895582
feature_blubbery_octahedral_bushfire,0.004523481189926857,-0.004523481189926857,0.03141612682259664,0.43775100401606426,0.5622489959839357
feature_bluff_carbonyl_verbena,0.008144264770683913,0.008144264770683913,0.017976657356270794,0.6666666666666666,0.3333333333333333
feature_blushful_protean_granduncle,0.005990306332282888,0.005990306332282888,0.025470118648413042,0.570281124497992,0.42971887550200805
feature_boiling_won_rama,0.009466293936610894,0.009466293936610894,0.026301943221961707,0.6345381526104418,0.3654618473895582
feature_bootleg_clement_joe,0.0032033198577156355,0.0032033198577156355,0.021776605120038366,0.5983935742971888,0.40160642570281124
feature_born_valvular_blob,0.014219506417403644,-0.014219506417403644,0.03384441545435732,0.321285140562249,0.678714859437751
feature_botchier_universalistic_nullifier,0.005175829613899269,0.005175829613899269,0.020782585904201546,0.5903614457831325,0.40963855421686746
feature_brackish_obstructed_almighty,0.008688907768835227,0.008688907768835227,0.020972155656970425,0.6706827309236948,0.3293172690763052
feature_brainish_nonabsorbent_assurance,0.010151660654550691,-0.010151660654550691,0.029291845641859268,0.37349397590361444,0.6265060240963856
feature_bratty_disrespectable_bookstand,0.0051675648455910056,0.0051675648455910056,0.029418625683771762,0.5943775100401606,0.40562248995983935
feature_brawling_unpeppered_comedian,0.004808446067172175,0.004808446067172175,0.021149204385194326,0.5542168674698795,0.4457831325301205
feature_bricky_runed_bottleful,0.010015462144462368,0.010015462144462368,0.024225097365952738,0.7068273092369478,0.2931726907630522
feature_brief_optimistic_consentaneity,0.003788282278285794,0.003788282278285794,0.02955186614328184,0.5582329317269076,0.44176706827309237
feature_bronchitic_miscible_inwall,0.002398549977475428,-0.002398549977475428,0.02471270856055338,0.4779116465863454,0.5220883534136547
feature_bubbling_pedestrian_convection,0.00015605853616761114,0.00015605853616761114,0.017048049857333106,0.5542168674698795,0.4457831325301205
feature_bucked_costume_malagasy,0.00011159007281336209,-0.00011159007281336209,0.023985409418805906,0.4859437751004016,0.5140562248995983
feature_bulbed_viscose_toy,0.004643011111875382,0.004643011111875382,0.016724982387668702,0.5983935742971888,0.40160642570281124
feature_burning_phrygian_axinomancy,0.015616452092328514,0.015616452092328514,0.032613808084757355,0.7349397590361446,0.26506024096385544
feature_bursarial_southmost_kaduna,0.012271436324181017,-0.012271436324181017,0.038074921523376014,0.37751004016064255,0.6224899598393574
feature_bustled_fieriest_doukhobor,0.003769610866678709,0.003769610866678709,0.024867276548984837,0.5180722891566265,0.4819277108433735
feature_canopic_exigible_schoolgirl,0.007790049343372801,0.007790049343372801,0.025935703444328474,0.6265060240963856,0.37349397590361444
feature_cantharidian_lightful_cubicle,0.002697979376392231,-0.002697979376392231,0.02636177291812123,0.46184738955823296,0.5381526104417671
feature_carbuncled_athanasian_ampul,0.011446280340701475,-0.011446280340701475,0.04284466793089897,0.40963855421686746,0.5903614457831325
feature_careworn_motivational_requisite,0.007805152221999744,0.007805152221999744,0.03294723726566561,0.5903614457831325,0.40963855421686746
feature_carolean_tearable_smoothie,0.007900173772336204,0.007900173772336204,0.024553054651957125,0.6385542168674698,0.3614457831325301
feature_carunculate_discursive_hectare,0.0005809785888334973,-0.0005809785888334973,0.028070971616271673,0.4779116465863454,0.5220883534136547
feature_cased_polycrystalline_groschen,0.000659942552004256,0.000659942552004256,0.02249966436324017,0.5341365461847389,0.46586345381526106
feature_castigatory_hundredfold_hearthrug,0.005689374314339282,0.005689374314339282,0.018552824185299487,0.6104417670682731,0.3895582329317269
feature_castrated_inculpatory_pea,0.004926540034345746,0.004926540034345746,0.018163247627183663,0.6224899598393574,0.37751004016064255
feature_cauline_herpetic_videocassette,0.008526302198294125,0.008526302198294125,0.018285667335099613,0.6666666666666666,0.3333333333333333
feature_cavitied_alleviatory_neuk,0.006046724750582187,0.006046724750582187,0.012728432285855117,0.6746987951807228,0.3253012048192771
feature_celebratory_assayable_carlisle,0.00011823336548934702,-0.00011823336548934702,0.0225514101985345,0.5140562248995983,0.4859437751004016
feature_censorial_leachier_rickshaw,0.005412747861605893,-0.005412747861605893,0.03429596265805813,0.41767068273092367,0.5823293172690763
feature_cephalopod_arrased_jird,0.011057306175121347,0.011057306175121347,0.021928786262554994,0.7269076305220884,0.27309236947791166
feature_certificated_putrescent_godship,0.0015437503574179197,0.0015437503574179197,0.022446214539496186,0.4939759036144578,0.5060240963855421
feature_certified_sensorial_occiput,0.0015113186005180025,0.0015113186005180025,0.01532839483498308,0.5622489959839357,0.43775100401606426
feature_chaliced_evolutional_street,0.010198565667387215,0.010198565667387215,0.025210580196619172,0.6546184738955824,0.3453815261044177
feature_chariest_unimplored_towboat,0.005713995557002199,0.005713995557002199,0.021713538014286132,0.642570281124498,0.357429718875502
feature_chasmed_tergal_spencerian,0.005678575584081236,-0.005678575584081236,0.026549888461477617,0.42570281124497994,0.5742971887550201
feature_chatty_circumambient_patripassian,0.01158888831200116,-0.01158888831200116,0.03786390628378428,0.40160642570281124,0.5983935742971888
feature_checkered_accoutred_marjoram,8.307122582015426e-05,-8.307122582015426e-05,0.03251405868693022,0.4779116465863454,0.5220883534136547
feature_cheerful_aphidian_orchestrion,0.006062378404113736,0.006062378404113736,0.0268305744541161,0.5863453815261044,0.41365461847389556
feature_chiseled_dastard_analyst,0.01006669995096934,-0.01006669995096934,0.020072039732517293,0.3092369477911647,0.6907630522088354
feature_choosier_uncongenial_coachwood,0.002210077261360345,0.002210077261360345,0.030280679231718722,0.5742971887550201,0.42570281124497994
feature_chorial_sapheaded_humberside,0.002654226208622837,-0.002654226208622837,0.020640480274639713,0.46184738955823296,0.5381526104417671
feature_choric_illustrated_inch,0.002954121236486343,0.002954121236486343,0.01798769126627622,0.5582329317269076,0.44176706827309237
feature_chorionic_coated_undergraduette,0.009296711431213162,0.009296711431213162,0.020281265683394327,0.678714859437751,0.321285140562249
feature_circassian_leathern_impugner,0.011373828609972613,0.011373828609972613,0.02355632722944015,0.7228915662650602,0.27710843373493976
feature_circulating_abolition_ethyne,0.0005477207289820769,0.0005477207289820769,0.032061553779089424,0.5220883534136547,0.4779116465863454
feature_circumnavigable_naughty_retranslation,0.003117597698423802,-0.003117597698423802,0.029974536926508907,0.40160642570281124,0.5983935742971888
feature_circumspective_daughterly_brubeck,0.006746054990437624,-0.006746054990437624,0.02477960661182716,0.41767068273092367,0.5823293172690763
feature_cirsoid_buddhism_vespa,0.015651543055380045,0.015651543055380045,0.02212625609993069,0.7309236947791165,0.26907630522088355
feature_cislunar_ritardando_gadwall,0.005613835485885998,-0.005613835485885998,0.034597200716754414,0.3895582329317269,0.6104417670682731
feature_cistic_predeterminate_blackburn,0.0015515711761344554,0.0015515711761344554,0.02472018895624127,0.5582329317269076,0.44176706827309237
feature_clandestine_inkiest_silkworm,0.00555248843587701,-0.00555248843587701,0.024870473361707023,0.3895582329317269,0.6104417670682731
feature_clasping_fast_menstruation,0.010891098560380433,-0.010891098560380433,0.022603891468699167,0.3534136546184739,0.6465863453815262
feature_clavate_geriatric_aldebaran,0.012540472686931928,0.012540472686931928,0.0254304508861707,0.7188755020080321,0.28112449799196787
feature_clenched_wayward_coelostat,0.0023965040420491183,0.0023965040420491183,0.017868718847067876,0.5542168674698795,0.4457831325301205
feature_clipped_kurdish_grainer,0.006390227538342006,0.006390227538342006,0.021346807677046956,0.6104417670682731,0.3895582329317269
feature_cnidarian_micrologic_sousaphone,0.0074711216167691885,-0.0074711216167691885,0.020408098462763435,0.3493975903614458,0.6506024096385542
feature_coactive_bandoleered_trogon,0.006263285366635931,0.006263285366635931,0.02110226955015237,0.6224899598393574,0.37751004016064255
feature_coalier_hircine_brokerage,0.0034067812604913397,-0.0034067812604913397,0.024780386107026466,0.4578313253012048,0.5421686746987951
feature_coastal_edible_whang,0.008628495204371922,-0.008628495204371922,0.03292757283679863,0.37349397590361444,0.6265060240963856
feature_coated_transitory_oersted,0.006176754178657718,0.006176754178657718,0.02053644786194825,0.5943775100401606,0.40562248995983935
feature_cockiest_ditheistical_pennyworth,0.004840548490699137,0.004840548490699137,0.028969384886061596,0.5582329317269076,0.44176706827309237
feature_coequal_ambient_philopena,0.003617874078877986,0.003617874078877986,0.024365489036481336,0.5502008032128514,0.4497991967871486
feature_coercible_fecal_steradian,0.010226848200429276,0.010226848200429276,0.026329055742871504,0.6626506024096386,0.3373493975903614
feature_collectable_distinguishing_dichroite,0.006625583577071434,0.006625583577071434,0.018336946496831444,0.6345381526104418,0.3654618473895582
feature_coloratura_preclusive_micromillimetre,0.0024676786047712735,-0.0024676786047712735,0.02238548501987408,0.46987951807228917,0.5301204819277109
feature_colourable_lapsable_foliage,0.0009794569122541278,0.0009794569122541278,0.018226696462363252,0.5421686746987951,0.4578313253012048
feature_comely_typal_softie,0.0014262394174239994,-0.0014262394174239994,0.02415017210248666,0.46987951807228917,0.5301204819277109
feature_commo_flavored_epitomizer,0.005683097841478102,0.005683097841478102,0.024507649338688625,0.5783132530120482,0.42168674698795183
feature_commotional_unhealable_berserk,0.0006122929132752858,0.0006122929132752858,0.02698794666397933,0.4939759036144578,0.5060240963855421
feature_compatriotic_billion_revere,0.004168091825398606,0.004168091825398606,0.028724385559633636,0.5622489959839357,0.43775100401606426
feature_completive_pedantical_sinecurist,0.006021621782577428,0.006021621782577428,0.027843212814808734,0.5943775100401606,0.40562248995983935
feature_comprisable_commensurable_cyrenaic,0.012334410862867674,-0.012334410862867674,0.04284512055943868,0.40160642570281124,0.5983935742971888
feature_concealed_artful_thaw,0.0032366196945793485,-0.0032366196945793485,0.028836620530560016,0.40562248995983935,0.5943775100401606
feature_conchal_angriest_oophyte,0.011273913900900878,-0.011273913900900878,0.02320254491470521,0.30120481927710846,0.6987951807228916
feature_concise_tangy_bentham,0.0020069105155596694,-0.0020069105155596694,0.01927240591889559,0.43775100401606426,0.5622489959839357
feature_concoctive_symmetric_abulia,0.0004901865533885363,-0.0004901865533885363,0.023189372041864494,0.5020080321285141,0.4979919678714859
feature_conducive_underlying_snood,0.0070230966597912125,0.0070230966597912125,0.023184557556803372,0.6586345381526104,0.3413654618473896
feature_confusable_pursy_plosion,0.009081643353369685,0.009081643353369685,0.01980550525682072,0.6947791164658634,0.30522088353413657
feature_conglomerate_amphipod_sewellel,0.002430511299611172,0.002430511299611172,0.018637142450907272,0.5742971887550201,0.42570281124497994
feature_congolese_convenable_coolth,0.004584252355562536,0.004584252355562536,0.026260671261589322,0.5742971887550201,0.42570281124497994
feature_conjoint_transverse_superstructure,0.002288582831860001,-0.002288582831860001,0.019584030960859238,0.5060240963855421,0.4939759036144578
feature_constrained_disused_perishable,0.005955935173896246,0.005955935173896246,0.025001504948154205,0.5863453815261044,0.41365461847389556
feature_contaminable_exilic_girandole,0.001223509617077562,-0.001223509617077562,0.019597455753004107,0.46987951807228917,0.5301204819277109
feature_continued_conjugated_natalia,0.004557072160433035,-0.004557072160433035,0.031127227981619918,0.43373493975903615,0.5662650602409639
feature_contraceptive_cartelist_beast,0.0070381238341056425,-0.0070381238341056425,0.031381634542088234,0.39759036144578314,0.6024096385542169
feature_contrasty_ablaze_canaster,0.0033741181459239003,-0.0033741181459239003,0.022126912725710185,0.46586345381526106,0.5341365461847389
feature_convalescence_deuteranopic_lemuroid,0.009609584815188716,0.009609584815188716,0.025172730814828237,0.6586345381526104,0.3413654618473896
feature_convergent_reborn_autoroute,0.0014042297870875695,0.0014042297870875695,0.02167557718829336,0.5020080321285141,0.4979919678714859
feature_cooled_perkiest_electrodeposition,0.011965217122223488,0.011965217122223488,0.02281313200730715,0.6626506024096386,0.3373493975903614
feature_coordinate_shyer_evildoing,0.002559527939561479,0.002559527939561479,0.028844489389745636,0.5341365461847389,0.46586345381526106
feature_coordinated_astir_vituperation,0.002421008410383023,0.002421008410383023,0.018376694406873118,0.5060240963855421,0.4939759036144578
feature_coraciiform_sciurine_reef,0.006899018751123241,0.006899018751123241,0.03168827026303044,0.6024096385542169,0.39759036144578314
feature_corniest_undue_scall,0.0020004442228408682,0.0020004442228408682,0.02348177471118334,0.5100401606425703,0.4899598393574297
feature_cornute_potentiometric_tinhorn,0.008638712141942298,0.008638712141942298,0.021216618437868623,0.6706827309236948,0.3293172690763052
feature_coronate_congeneric_stockhausen,0.0018974750137752238,-0.0018974750137752238,0.017464067381462483,0.42971887550200805,0.570281124497992
feature_corporatist_seborrheic_hopi,0.015735873342410153,-0.015735873342410153,0.030297615549268637,0.2971887550200803,0.7028112449799196
feature_cortical_halt_catcher,0.01022568479958659,-0.01022568479958659,0.023844035734634922,0.37751004016064255,0.6224899598393574
feature_coseismic_surpassable_invariance,0.005374764243179998,-0.005374764243179998,0.021045231436470826,0.40160642570281124,0.5983935742971888
feature_costliest_heavenly_bovver,0.007410527667928931,0.007410527667928931,0.021208544499557485,0.6184738955823293,0.3815261044176707
feature_cosy_microtonal_cedar,0.012043798091672697,0.012043798091672697,0.02654072401063912,0.678714859437751,0.321285140562249
feature_cragged_sacred_malabo,0.016104815135048235,-0.016104815135048235,0.033411634889732277,0.30120481927710846,0.6987951807228916
feature_craggier_windier_apologia,0.006570735115921046,0.006570735115921046,0.022537873399651746,0.6626506024096386,0.3373493975903614
feature_crapulent_appropriate_kanga,0.011977380194311691,0.011977380194311691,0.02566618885615305,0.678714859437751,0.321285140562249
feature_crimpier_gude_housedog,0.013069345662173654,0.013069345662173654,0.02260880212131214,0.6987951807228916,0.30120481927710846
feature_crispy_neighboring_jeffersonian,0.003084540944843964,0.003084540944843964,0.020934375561296646,0.5582329317269076,0.44176706827309237
feature_crisscrossed_audible_hafiz,0.004006572200950788,0.004006572200950788,0.01895279462671155,0.5903614457831325,0.40963855421686746
feature_cristate_desirable_chime,0.01665447029532748,0.01665447029532748,0.02631221216589712,0.7349397590361446,0.26506024096385544
feature_croaking_japhetic_fifer,0.00033115826677751313,-0.00033115826677751313,0.022913139086368547,0.46184738955823296,0.5381526104417671
feature_crookback_workable_infringement,0.0024301339137886924,0.0024301339137886924,0.015901194489619602,0.6024096385542169,0.39759036144578314
